document,content,tag
Sandoz Inc. v. Amgen Inc_MCL,§262(l)(4)(B).,Citing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"The applicant “shall notify” the sponsor of the number of pat- ents it intends to list for litigation, §262(l)(5)(A), and, within five days, the parties “shall simultaneously ex- change” lists of the patents they would like to litigate immediately.",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,§262(l)(5)(B)(i).,Citing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"This process gives the applicant substantial control over the scope of the first phase of litigation: The number of patents on the sponsor’s list is limited to the number contained in the applicant’s list, though the sponsor always has the right to list at least one patent.",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,§262(l)(5)(B)(ii).,Citing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"The parties then proceed to litigate infringement with respect to the patents they agreed to litigate or, if they failed to agree, the patents contained on the lists they simultaneously exchanged under §262(l)(5).",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"§§262(l)(6)(A), (B).",Citing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"Section 271(e)(2)(C)(i) facilitates this first phase of litigation by making it an act of artificial infringement, with respect to any patent included on the parties’ §262(l)(3) lists, to submit an application for a license from the FDA.",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,The sponsor “shall bring an action” in court within 30 days of the date of agreement or the simultane- ous list exchange.,Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"§§262(l)(6)(A), (B).",Citing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"If the sponsor brings a timely action and prevails, it may obtain a rem- edy provided by §271(e)(4).",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"The second phase of litigation involves patents that were included on the original §262(l)(3) lists but not liti- gated in the first phase (and any patents that the sponsor acquired after the §262(l)(3) exchange occurred and added to the lists, see §262(l)(7)).",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"The second phase is com- menced by the applicant’s notice of commercial marketing, which the applicant “shall provide” to the sponsor “not later than 180 days before the date of the first commercial marketing of the biological product licensed under subsec- tion (k).”",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,§262(l)(8)(A).,Citing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,The BPCIA bars any declaratory judgment action prior to this notice.,Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"§262(l)(9)(A) (prohib- iting, in situations where the parties have complied with each step of the BPCIA process, either the sponsor or the applicant from seeking a “declaration of infringement, validity, or enforceability of any patent” that was included on the §262(l)(3) lists but not litigated in the first phase “prior to the date notice is received under paragraph (8)(A)”).",Citing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"§262(l)(9)(A) (prohib- iting, in situations where the parties have complied with each step of the BPCIA process, either the sponsor or the applicant from seeking a “declaration of infringement, validity, or enforceability of any patent” that was included on the §262(l)(3) lists but not litigated in the first phase “prior to the date notice is received under paragraph (8)(A)”).",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"Because the applicant (subject to certain con- straints) chooses when to begin commercial marketing and when to give notice, it wields substantial control over the timing of the second phase of litigation.",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"Because the applicant (subject to certain con- straints) chooses when to begin commercial marketing and when to give notice, it wields substantial control over the timing of the second phase of litigation.",Stating the Court's reasoning
Sandoz Inc. v. Amgen Inc_MCL,The second ques- tion presented is whether notice is effective if an appli- cant provides it prior to the FDA’s decision to license the biosimilar.,Stating the issue(s) to be decided
Sandoz Inc. v. Amgen Inc_MCL,"In this second phase of litigation, either party may sue for declaratory relief.",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,See §262(l)(9)(A).,Citing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"In addition, prior to the date of first commercial marketing, the sponsor may “seek a preliminary injunction prohibiting the [biosimilar] applicant from engaging in the commercial manufacture or sale of [the biosimilar] until the court decides the issue of patent validity, enforcement, and infringement with respect to any patent that” was included on the §262(l)(3) lists but not litigated in the first phase.",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,§262(l)(8)(B).,Citing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"If the parties comply with each step outlined in the BPCIA, they will have the opportunity to litigate the relevant patents before the biosimilar is marketed.",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"To encourage parties to comply with its procedural require- ments, the BPCIA includes various consequences for failing to do so.",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,Two of the BPCIA’s remedial provisions are at issue here.,Announcing function
Sandoz Inc. v. Amgen Inc_MCL,"Under §262(l)(9)(C), if an applicant fails to provide its application and manufacturing information to the sponsor—thus effectively pretermitting the entire two-phase litigation process—then the sponsor, but not the applicant, may immediately bring an action “for a declaration of infringement, validity, or enforceability of any patent that claims the biological product or a use of the biological product.”",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"Section 271(e)(2)(C)(ii) facilitates this action by making it an artificial act of infringement, with respect to any patent that could have been included on the §262(l)(3) lists, to submit a biosimilar application.",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"Similarly, when an applicant provides the application and manufacturing information but fails to complete a subse- quent step, §262(l)(9)(B) provides that the sponsor, but not the applicant, may bring a declaratory-judgment action with respect to any patent included on the sponsor’s §262(l)(3)(A) list of patents (as well as those it acquired later and added to the list).",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"As noted, it is an act of artifi- cial infringement, with respect to any patent on the §262(l)(3) lists, to submit an application to the FDA. See §271(e)(2)(C)(i).",Describing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,See §271(e)(2)(C)(i).,Citing primary sources (other than SCOTUS decisions)
Sandoz Inc. v. Amgen Inc_MCL,"These cases concern filgrastim, a biologic used to stimu- late the production of white blood cells.",Giving the context
Sandoz Inc. v. Amgen Inc_MCL,"Amgen, the re- spondent in No. 15–1039 and the petitioner in No. 15– 1195, has marketed a filgrastim product called Neupogen since 1991 and claims to hold patents on methods of man- ufacturing and using filgrastim.",Describing the adjudicated facts
